laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
11010,Samsung,Chromebook 3,Netbook,11.374495652374943,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15kg,235.66519724560123
11011,HP,ProBook 440,Notebook,13.656172404423907,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,958.8110535192197
11012,Toshiba,Portege X30-D-10K,Ultrabook,12.724831889308724,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,1999.0525828170175
11013,Toshiba,Portege Z30-C-1CV,Notebook,13.672100137686789,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.2kg,1004.4449043454407
11014,Asus,Rog G752VS-BA171T,Gaming,18.718127727898587,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3kg,2339.409422939832
11015,MSI,GS60 Ghost,Gaming,17.05663121000985,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.91kg,2111.417917410909
11016,Dell,Vostro 5568,Notebook,15.016340098091494,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98kg,720.0608337267996
11017,HP,Chromebook X360,2 in 1 Convertible,11.064398196321855,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg,737.8050053364911
11018,Apple,Macbook Air,Ultrabook,12.321223166021385,1440x900,Intel Core i5 1.8GHz,8GB,256GB Flash Storage,Intel HD Graphics 6000,macOS,1.34kg,1147.4686351798894
11019,Asus,ZenBook UX305CA-UBM1,Ultrabook,12.355952338222414,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,1.2kg,600.9490021954728
11020,HP,Envy 13-ad009n,Ultrabook,13.210802084082996,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,1.38kg,1192.5372356662474
11021,HP,ProBook 640,Notebook,12.607897251682326,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.95kg,978.2574275489198
11022,Lenovo,Thinkpad X270,Ultrabook,13.590545665072822,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,1691.8950892032096
11023,Toshiba,Satellite Pro,Notebook,17.009639473161368,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,496.9243697543602
11024,Acer,Aspire A315-51,Notebook,16.579590245122727,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,526.1262103615118
11025,HP,EliteBook 840,Ultrabook,14.956847711404901,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,1817.6970639332503
11026,Dell,Latitude 5580,Notebook,15.291263251859554,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,1223.3382491472585
11027,HP,Pavilion 15-AW003nv,Notebook,14.91308170770082,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M440,Windows 10,2.04kg,604.6607738599695
11028,Asus,Rog GL752VW-T4308T,Gaming,17.24188236399526,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52kg,1164.1122155794744
11029,Dell,Inspiron 5567,Notebook,15.880141296281122,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Linux,2.33kg,725.8100615133925
11030,Dell,Inspiron 7577,Gaming,14.19353556517447,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,1518.9147143718078
11031,HP,Envy 17-U275cl,Notebook,17.474135207145903,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.9kg,1138.0259506055343
11032,Lenovo,ThinkPad L470,Notebook,14.996220754798657,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,849.8253262652736
11033,Dell,Inspiron 5770,Notebook,17.427380797595468,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg,955.2315674211491
11034,Dell,Precision 5520,Workstation,16.80316655889035,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2kg,1807.8675719311298
11035,Dell,Vostro 5370,Ultrabook,12.317795761610805,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.41kg,840.8249520741817
11036,Acer,Spin 5,2 in 1 Convertible,13.81396815610196,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,848.407599774449
11037,Acer,Swift 3,Ultrabook,12.87963184728686,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel Graphics 620,Windows 10,1.8kg,874.2950529442635
11038,Toshiba,Tecra A40-C-1DF,Notebook,14.866858853640162,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.95kg,1245.1859146442723
11039,HP,EliteBook 850,Notebook,15.786552744111683,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,1004.0973742847058
11040,Dell,XPS 13,Ultrabook,14.520940633639942,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,1336.3164908038996
11041,Acer,Chromebook C731-C78G,Netbook,12.276194188202023,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25kg,261.1781782935126
11042,Asus,ZenBook UX310UA-FB485T,Notebook,11.984994933714429,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,1136.8980496017086
11043,HP,EliteBook 840,Notebook,15.211740670883913,1366x768,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,1204.9822464865933
11044,Dell,Vostro 3568,Notebook,15.80866023848492,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.29kg,459.30872889000716
11045,Apple,"MacBook 12""",Ultrabook,11.558026305242299,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,1298.342655421994
11046,Acer,Aspire 5,Notebook,15.675231121707935,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2kg,775.009240674734
11047,Acer,Aspire A715-71G,Notebook,14.08802121052061,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5kg,1059.4286072551013
11048,MSI,Laptop MSI,Gaming,18.123685448168917,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.14kg,2277.327615996646
11049,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.492685869110883,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1.0TB Hybrid,AMD Radeon R5 M330,Windows 10,2.5kg,902.8402125104357
11050,Dell,Inspiron 5767,Notebook,15.803605640319292,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.83kg,886.4384068550858
11051,LG,Gram 15Z975,Ultrabook,16.66602303212313,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.09kg,2533.6402593507796
11052,Dell,Inspiron 3567,Notebook,15.268132650958025,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.3kg,541.524480018788
11053,Dell,Inspiron 3567,Notebook,14.556986349859086,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M430,Linux,2.25kg,388.53354234096287
11054,Lenovo,Yoga Book,2 in 1 Convertible,10.867464140590744,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,622.349433193013
11055,Dell,Latitude E5570,Notebook,16.053664965823934,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,2.09kg,1208.9752029888812
11056,HP,250 G6,Notebook,14.683937939255806,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.86kg,392.4069712288955
11057,Dell,Inspiron 5770,Notebook,17.71691432667717,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,1123.9481506983695
11058,Dell,Inspiron 5370,Ultrabook,14.390785392595618,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,1080.159272855757
11059,Acer,Aspire 5,Notebook,16.62367472650584,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2kg,425.23117449276344
11060,Asus,Rog GL753VD-GC082T,Gaming,17.96316291766136,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,1323.9304306235383
11061,Dell,Inspiron 5567,Notebook,15.383954017817196,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon R7 M445,Linux,2.36kg,875.1300951640703
11062,Lenovo,ThinkPad X270,Ultrabook,11.721279528312657,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,1478.0894384493356
11063,Asus,Rog G701VIK-BA060T,Gaming,16.136897229863262,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.6kg,2467.4027924688944
11064,Asus,Rog G752VT-GC073T,Gaming,16.60662401258799,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.0kg,1841.8832036220076
11065,Acer,Swift 3,Ultrabook,12.805477458663434,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel Graphics 620,Windows 10,1.8kg,843.0544193088787
11066,Asus,Rog GL552VW-DM201T,Gaming,15.097244176681256,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.591kg,892.3770876135524
11067,Acer,Aspire ES1-523,Notebook,17.11090142760381,1366x768,AMD A8-Series 7410 2.2GHz,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.4kg,351.2169538022578
11068,Acer,Aspire ES1-531,Notebook,16.251797076873956,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Linux,2.4kg,315.8608573205356
11069,Acer,Aspire E5-575,Notebook,15.291377761531846,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.4kg,435.8714162498333
11070,Lenovo,IdeaPad 320-15IAP,Notebook,15.226049551722827,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.2kg,358.238025205492
11071,HP,EliteBook 820,Ultrabook,11.689727324765554,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.26kg,1661.3647059780762
11072,HP,ProBook 470,Notebook,18.155579295356805,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5kg,1026.2649400420696
11073,MSI,GT62VR 6RD,Gaming,15.319474329299728,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94kg,1927.7797445267047
11074,Dell,Inspiron 5579,2 in 1 Convertible,15.9318261012139,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56kg,1002.8061983625836
11075,Asus,Zenbook 3,Ultrabook,13.294413735446831,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,938.0367899471064
11076,Dell,Inspiron 5567,Notebook,14.663678565675799,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33kg,810.4655080459613
11077,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,14.301669382927678,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows 10,2.2kg,423.7680267574565
11078,Dell,Inspiron 3552,Notebook,15.657311885632835,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,1.8kg,281.35093223313453
11079,Acer,Aspire A315-51,Notebook,17.12664348929181,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.1kg,463.0850666283164
11080,Dell,Inspiron 7567,Gaming,16.918087184227225,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62kg,934.1608851158538
11081,HP,ProBook 450,Notebook,16.021035363729865,1366x768,Intel Core i5 7200U 2.50GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,680.0657485722655
11082,Acer,Aspire A315-31,Notebook,16.36871335681847,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Linux,2.1kg,269.50273042318776
11083,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.868832029347423,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,1926.44804141098
11084,Toshiba,Tecra A50-D-11D,Notebook,14.138479503706995,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,1245.908600686381
11085,Dell,Inspiron 7567,Gaming,16.426882063996647,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,2.62kg,960.4781651998148
11086,HP,Probook 440,Notebook,14.758709745931272,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,783.592361796534
11087,Acer,Aspire ES1-531,Notebook,14.476566335317509,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Linux,2.4kg,299.71050340256977
11088,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.750497324251828,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,1249.544825325414
11089,Acer,Aspire E5-774G,Notebook,16.8768606041231,1600x900,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3kg,670.7904992123259
11090,HP,17-bs000nv I3,Notebook,16.40201072507513,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 520,Windows 10,2.5kg,674.8137961021955
11091,Lenovo,N42-20 Chromebook,Notebook,14.453940509568248,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5kg,387.3426163764704
11092,Apple,MacBook Pro,Ultrabook,12.015087185299627,IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,8GB,128GB SSD,Intel Iris Plus Graphics 640,macOS,1.37kg,1419.154576451076
11093,Lenovo,Thinkpad T470s,Ultrabook,12.683543099348487,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,2206.0377823821314
11094,HP,Elitebook 820,Ultrabook,11.810202743890647,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,1805.1798040114795
11095,Acer,Aspire ES1-572,Notebook,14.889074117871708,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.4kg,379.75575025045396
11096,Toshiba,Portégé Z30-C-16K,Ultrabook,13.92503338254037,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,1785.9525496226804
11097,LG,Gram 15Z970,Ultrabook,16.65512768879654,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.08kg,2356.9922950560454
11098,Lenovo,Thinkpad T460,Ultrabook,13.420681998195475,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,180GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,1056.9561074376486
11099,Toshiba,Satellite Pro,Notebook,15.150628590052966,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.2kg,1064.361261887481
11100,Dell,Inspiron 5770,Notebook,17.42258282609796,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg,881.6949250081318
11101,Lenovo,IdeaPad 320-17IKB,Notebook,18.20779259159799,1600x900,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79kg,562.8510300409987
11102,MSI,GT80S 6QF-074US,Gaming,19.10327839307801,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4kg,2525.6905539724703
11103,Dell,Latitude 5480,Notebook,14.04328031967424,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,1171.84971702053
11104,Asus,Rog G752VL-UH71T,Gaming,16.19374563631108,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33kg,1154.6939089371635
11105,HP,ZBook 15u,Notebook,16.052456449674604,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,AMD FirePro W4190M ,Windows 10,1.9kg,1267.0438544194928
11106,Acer,Aspire ES1-531,Notebook,14.064511647870962,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Linux,2.4kg,283.452082776062
11107,Asus,Zenbook Flip,Ultrabook,14.319027223375208,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,2056.7466606182616
11108,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.947273751634572,1600x900,Intel Core i3 6006U 2GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.54kg,499.53005928876513
11109,Dell,Vostro 5568,Notebook,15.46480670133754,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,776.0509651472121
11110,Lenovo,Legion Y520-15IKBN,Gaming,15.594633895570018,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,Windows 10,2.5kg,927.86868023592
11111,Dell,Latitude E7270,Ultrabook,13.114010799734277,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,1692.1494579083649
11112,Lenovo,Legion Y520-15IKBN,Gaming,15.195648306828161,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,993.0141961334339
11113,Dell,Inspiron 3552,Notebook,14.633583704360802,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,388.11800786595717
11114,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,16.60743823612851,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,1.90kg,386.3442781289585
11115,Lenovo,IdeaPad 320-15IAP,Notebook,15.287775869912222,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,2.2kg,295.627642421082
11116,Dell,Insprion 5767,Notebook,18.938174648872163,1600x900,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,741.1088322307293
11117,MSI,GL72M 7REX,Gaming,18.93895891047176,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,1443.712187942517
11118,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.567382161555251,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,720.1255915070925
11119,Dell,Alienware 17,Gaming,16.44723755192446,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,3550.2822682578235
11120,Lenovo,IdeaPad 310-15IKB,Notebook,16.815865637833934,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.4kg,643.8656313434548
11121,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.927053753043973,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,256GB SSD,AMD Radeon 530,Windows 10,1.95kg,745.1969007934422
11122,Dell,Inspiron 3567,Notebook,14.157023744634797,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.3kg,715.8472484164233
11123,MSI,GS43VR 7RE,Gaming,12.653022350359546,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6kg,1620.6748612456518
11124,Lenovo,IdeaPad 110-15ISK,Notebook,15.056648177086304,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,2.2kg,399.9320307128583
11125,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.837706898585314,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows 10,1.90kg,803.4685248967412
11126,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.138047265213475,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.04kg,493.4025165599654
11127,Lenovo,ThinkPad X1,2 in 1 Convertible,13.618343911213756,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,1645.3792423505454
11128,Dell,Inspiron 7559,Gaming,16.79930738664091,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59kg,1037.5008867117378
11129,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,14.506177553611165,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,401.5997925773916
11130,Apple,MacBook Pro,Ultrabook,14.13404821849694,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,256GB SSD,Intel Iris Plus Graphics 650,macOS,1.37kg,1590.0120523940816
11131,Acer,Aspire ES1-572,Notebook,15.055289675939319,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.4kg,351.79731422533973
11132,Dell,Inspiron 5570,Notebook,16.643952467780966,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,1209.2547869039493
11133,Acer,Swift 3,Ultrabook,12.883552429608685,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,821.9869766794224
11134,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.33263191830726,1366x768,Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,552.998887592072
11135,Toshiba,Portege A30-C-1CZ,Notebook,13.845979021285856,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,1153.3621955903984
11136,Toshiba,Satellite Pro,Notebook,15.234026242497782,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,646.3439397143441
11137,Acer,Aspire 3,Notebook,15.336917782240306,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2.1kg,402.4666263666721
